,name,rcode,code,total_amt,deliver_amt,area,technical,funds,message,trade,basic,total_num,point_num,dt
1150,海得控制,002184.SZ,2184,3331449900,1861886000,电气设备,3.4,2.9,5.4,6.5,5.4,23.6,73,2018/4/9
1151,漫步者,002351.SZ,2351,6520920000,3104134300,电子制造,3.6,2.1,5,6.2,5.2,22.1,73,2018/4/9
1152,炼石有色,000697.SZ,697,11932378600,9682120300,有色冶炼加工,6.8,3.4,4.8,8.5,5.4,28.9,73,2018/4/9
1153,汇中股份,300371.SZ,300371,2967600000,1387341400,仪器仪表,7.7,6.2,6.6,4.7,4.5,29.7,73,2018/4/9
1154,冰川网络,300533.SZ,300533,7499000000,1874750000,计算机应用,6.6,5.2,3.3,2.5,4.4,22,73,2018/4/9
1155,金新农,002548.SZ,2548,4204504200,3445852700,农产品加工,5,3.5,2.9,8,6.1,25.5,73,2018/4/9
1156,华策影视,300133.SZ,300133,22199610000,15095510000,传媒,3,3.3,5.6,6,5.5,23.4,73,2018/4/9
1157,光华科技,002741.SZ,2741,6316982100,2596059600,化学制品,4.5,6.1,5.8,3.8,6,26.2,73,2018/4/9
1158,浙江震元,000705.SZ,705,3377986400,2850436200,医药商业,6.8,4.6,5.8,7.8,4.7,29.7,73,2018/4/9
1159,大连重工,002204.SZ,2204,8111754100,8111754100,专用设备,7.8,5,4.2,7,4.7,28.7,73,2018/4/9
1160,沃尔核材,002130.SZ,2130,8482784100,6108719400,新材料,7.2,4.3,8.4,6.8,5.9,32.6,73,2018/4/9
1161,任子行,300311.SZ,300311,7472796700,3701182600,计算机应用,7.2,4,7.5,8,6,32.7,73,2018/4/9
1162,信邦制药,002390.SZ,2390,14218831000,8060580600,医疗器械服务,8,5.3,5.5,8,6,32.8,73,2018/4/9
1163,欧菲光,002456.SZ,2456,54286163000,51064024000,光学光电子,2.6,2.5,5.6,6.8,6.2,23.7,73,2018/4/9
1164,鲍斯股份,300441.SZ,300441,7653627800,1893821300,通用设备,7.4,5.2,6.5,3.4,7.1,29.6,73,2018/4/9
1165,皇庭国际,000056.SZ,56,14633050000,3562084200,房地产开发,7.6,4.6,7,6.3,6.6,32.1,73,2018/4/9
1166,紫光国芯,002049.SZ,2049,16104949000,15918710000,半导体及元件,3.2,2,6.3,8,5.8,25.3,73,2018/4/9
1167,飞荣达,300602.SZ,300602,4717000000,1179250000,其他电子,7.4,5.9,8.4,4.3,6,32,73,2018/4/9
1168,海洋王,002724.SZ,2724,7944000000,1331033580,其他电子,6.4,5.5,5.5,4.3,5,26.7,73,2018/4/9
1169,欧比特,300053.SZ,300053,8244672900,6006741600,半导体及元件,8.4,4.8,7.7,8,5.7,34.6,73,2018/4/9
1170,美联新材,300586.SZ,300586,2452800000,613200000,化工合成材料,8.2,3.7,6,2.9,4.9,25.7,73,2018/4/9
1171,科林环保,002499.SZ,2499,4037040000,2936792900,专用设备,7.8,3.8,8.4,7,6.5,33.5,73,2018/4/9
1172,海联讯,300277.SZ,300277,2747000000,2740850000,计算机应用,2.6,3.7,2.5,8,5.6,22.4,73,2018/4/9
1173,海宁皮城,002344.SZ,2344,10518509400,9068046900,零售,4.5,4.6,5.6,5.7,5.4,25.8,73,2018/4/9
1174,美盈森,002303.SZ,2303,11382348800,10553402100,包装印刷,2.9,5.3,6.6,6.1,5.9,26.8,73,2018/4/9
1175,美丽生态,000010.SZ,10,4033685200,2569083800,建筑装饰,2.8,4,5.3,5.5,5.6,23.2,73,2018/4/9
1176,广生堂,300436.SZ,300436,5232375800,2065280000,生物制品,8.6,2.7,5.4,4.5,5.2,26.4,73,2018/4/9
1177,燕塘乳业,002732.SZ,2732,4383771000,1696054300,食品加工制造,6.6,4.7,5.5,3.7,6.6,27.1,73,2018/4/9
1178,凯利泰,300326.SZ,300326,6441432100,5767551900,医疗器械服务,8.3,6,5.9,8,5.5,33.7,73,2018/4/9
1179,兆日科技,300333.SZ,300333,3840480000,3782130600,计算机设备,7.7,3.9,5.9,8,4.7,30.2,73,2018/4/9
1180,经纬电材,300120.SZ,300120,2665234100,2143024500,电气设备,5.8,2.8,6.3,6.5,5,26.4,73,2018/4/9
1181,高盟新材,300200.SZ,300200,3174731300,2476376600,化工新材料,7.8,3.9,5.5,5.7,5.3,28.2,73,2018/4/9
1182,水晶光电,002273.SZ,2273,15585205000,14350529000,光学光电子,1.8,1.8,5.5,6.8,6,21.9,73,2018/4/9
1183,奥飞娱乐,002292.SZ,2292,20141501000,11706631400,传媒,6.1,3.6,5.5,6,5.5,26.7,73,2018/4/9
1184,天孚通信,300394.SZ,300394,4514296500,1725887100,半导体及元件,8.1,7.5,5.2,4.5,5.4,30.7,73,2018/4/9
1185,长城动漫,000835.SZ,835,3163040400,2932023600,传媒,4.8,3.4,5.6,6,6.2,26,73,2018/4/9
1186,中钨高新,000657.SZ,657,8612568900,3364318600,有色冶炼加工,7.8,4.2,9.9,6.6,5.6,34.1,73,2018/4/9
1187,光库科技,300620.SZ,300620,2830960000,707740000,其他电子,7.3,3.2,6.8,4.3,5.4,27,73,2018/4/9
1188,中工国际,002051.SZ,2051,23268105000,23166548000,建筑装饰,2.4,3.2,6.1,6.5,5.8,24,73,2018/4/9
1189,新时达,002527.SZ,2527,6952119300,4164852300,电气设备,2.6,2.4,3.7,6.5,6.3,21.5,73,2018/4/9
1190,远光软件,002063.SZ,2063,6740413700,5971540300,计算机应用,8.1,5.2,5.5,8,5.1,31.9,73,2018/4/9
1191,星网宇达,002829.SZ,2829,4991208800,1184080000,其他电子,9,4,7.1,4.3,5.2,29.6,73,2018/4/9
1192,开润股份,300577.SZ,300577,5928296400,1482296400,纺织制造,9,5.5,6.6,2.9,6.8,30.8,73,2018/4/9
1193,大亚圣象,000910.SZ,910,11836171000,11790510100,家用轻工,3.5,5.1,5.7,6.2,6.9,27.4,73,2018/4/9
1194,紫光股份,000938.SZ,938,59703125000,11803933800,计算机设备,7.3,2,5.8,8,6.6,29.7,73,2018/4/9
1195,齐心集团,002301.SZ,2301,7821415900,6812438900,家用轻工,1.8,4.9,5.9,6.2,6.5,25.3,73,2018/4/9
1196,科华生物,002022.SZ,2022,8549654100,7162337200,生物制品,7.8,3.5,5.5,8,5.5,30.3,73,2018/4/9
1197,沃施股份,300483.SZ,300483,1900965000,1000340330,专用设备,5.4,5.9,3.8,3.5,5.8,24.4,73,2018/4/9
1198,常山药业,300255.SZ,300255,8134211800,5203047100,化学制药,8.1,4.1,6.7,8.1,5.4,32.4,73,2018/4/9
1199,*ST华菱,000932.SZ,932,19058908000,19057014000,钢铁,6.8,5.6,6.3,4,6,28.7,73,2018/4/9
1200,长方集团,300301.SZ,300301,5609772300,3463249900,光学光电子,4,5.9,6.1,6.8,4.7,27.5,73,2018/4/9
1201,美盛文化,002699.SZ,2699,12170083100,9263929900,服装家纺,8.6,4,8.7,6,6.5,33.8,73,2018/4/9
1202,中色股份,000758.SZ,758,15499008000,15497559000,有色冶炼加工,3.8,3.7,5.5,6.6,5.3,24.9,73,2018/4/9
1203,荣之联,002642.SZ,2642,11494713100,8716089600,计算机应用,7.7,2.2,6.3,8,5.5,29.7,73,2018/4/9
1204,证通电子,002197.SZ,2197,6516770500,4270070400,计算机设备,5.3,4.9,5.3,8,5.2,28.7,73,2018/4/9
1205,光环新网,300383.SZ,300383,19236473000,18149552000,通信服务,8,5.8,6.8,4.5,6.8,31.9,73,2018/4/9
1206,万讯自控,300112.SZ,300112,2873610700,1751913400,仪器仪表,4.5,4.1,5.9,8.2,5.3,28,73,2018/4/9
1207,通光线缆,300265.SZ,300265,3688875000,3680649900,电气设备,5.1,4,5.4,6.5,5.9,26.9,73,2018/4/9
1208,星源材质,300568.SZ,300568,8085120000,2021280000,化工合成材料,8.6,6,5.8,2.9,6.1,29.4,73,2018/4/9
1209,银禧科技,300221.SZ,300221,6290764600,5051560600,化工合成材料,4.2,3.1,7.3,6.3,6.2,27.1,73,2018/4/9
1210,炬华科技,300360.SZ,300360,5070126600,3735578200,电气设备,5.1,5.2,5.1,3,5.2,23.6,73,2018/4/9
1211,南方轴承,002553.SZ,2553,3782760000,2399259600,汽车零部件,4.6,3.5,5.5,6.7,5.3,25.6,73,2018/4/9
1212,靖远煤电,000552.SZ,552,8873447700,6042862300,煤炭开采,4.9,5.1,6.4,5,5,26.4,73,2018/4/9
1213,光迅科技,002281.SZ,2281,13660246000,13393393500,通信设备,7.8,4.1,5.5,6.8,6.9,31.1,73,2018/4/9
1214,华测检测,300012.SZ,300012,7786706500,6665501500,综合,8.2,3.2,5.9,5.3,7.3,29.9,73,2018/4/9
1215,银之杰,300085.SZ,300085,11489975100,5714508900,计算机应用,7.4,4.8,4.1,8,5.3,29.6,73,2018/4/9
1216,常宝股份,002478.SZ,2478,4945236000,3732597900,钢铁,8.8,5.6,8,5,4.4,31.8,73,2018/4/9
1217,超图软件,300036.SZ,300036,7984522500,5842111700,计算机应用,7.8,3,6.7,8,6,31.5,73,2018/4/9
1218,中航光电,002179.SZ,2179,26847005000,26557082000,电子制造,8.6,5.4,5.9,6.2,5.4,31.5,73,2018/4/9
1219,中亚股份,300512.SZ,300512,5189400000,1503002100,专用设备,5.6,2.6,6.6,3.5,5.6,23.9,73,2018/4/9
1220,顺鑫农业,000860.SZ,860,11811212800,11811212800,饮料制造,9,6.1,6.6,6.8,5.9,34.4,73,2018/4/9
1221,迪瑞医疗,300396.SZ,300396,5397920000,1637614000,医疗器械服务,7.8,6.7,5.8,4.5,5.7,30.5,73,2018/4/9
1222,蓝盾股份,300297.SZ,300297,13481447000,8469825000,计算机应用,7.8,4.4,5.6,8,6,31.8,73,2018/4/9
1223,青岛双星,000599.SZ,599,4634357000,4314067000,化工合成材料,5.8,3.9,5.5,6.3,5.1,26.6,73,2018/4/9
1224,国海证券,000750.SZ,750,25672651000,25672630000,证券,4.2,3.4,5.1,6.5,5.2,24.4,73,2018/4/9
1225,新晨科技,300542.SZ,300542,2846086700,703785500,计算机应用,4.6,2.9,5.9,4.5,4.9,22.8,73,2018/4/9
1226,尚品宅配,300616.SZ,300616,13719240000,3429810000,家用轻工,4.8,4.4,6.6,2.8,8.1,26.7,73,2018/4/9
1227,捷顺科技,002609.SZ,2609,10125012600,4606063400,计算机应用,5.5,5.9,4.4,8,5.1,28.9,73,2018/4/9
1228,易尚展示,002751.SZ,2751,5439385600,2940784000,家用轻工,7.2,5.7,6.8,2.8,6.3,28.8,73,2018/4/9
1229,襄阳轴承,000678.SZ,678,4187063500,3908917000,汽车零部件,6.4,4,5.5,6.7,5.5,28.1,73,2018/4/9
1230,安利股份,300218.SZ,300218,2304401900,2296855300,化工合成材料,3.4,5.5,4.8,6.3,5.4,25.4,73,2018/4/9
1231,铜陵有色,000630.SZ,630,31895396000,28968283000,有色冶炼加工,4.8,2.5,9.9,6.6,6.5,30.3,73,2018/4/9
1232,温州宏丰,300283.SZ,300283,2817657200,1381528500,电气设备,6.8,4.2,5.2,6.5,5.1,27.8,73,2018/4/9
1233,瑞和股份,002620.SZ,2620,4643625000,3883052300,建筑装饰,2.6,3.8,5.5,6.5,5.8,24.2,73,2018/4/9
1234,山东章鼓,002598.SZ,2598,3516240000,3051380800,通用设备,5.9,2.4,5.5,6.9,6.8,27.5,73,2018/4/9
1235,奇正藏药,002287.SZ,2287,15838060000,15838060000,中药,7.4,4.5,5.5,7.8,5.1,30.3,73,2018/4/9
1236,苏大维格,300331.SZ,300331,4905259800,2812151200,光学光电子,9,3.8,5.8,6.8,5.6,31,73,2018/4/9
1237,普丽盛,300442.SZ,300442,2542000000,1476600100,专用设备,8.6,4.8,5.6,3.5,5.3,27.8,73,2018/4/9
1238,兴森科技,002436.SZ,2436,8882807800,5810274900,半导体及元件,6.3,5.4,5.5,8,6,31.2,73,2018/4/9
1239,汉威科技,300007.SZ,300007,4796783300,3661078800,仪器仪表,8.2,3.6,6.2,8.2,6.6,32.8,73,2018/4/9
1240,中国武夷,000797.SZ,797,11125505000,9531307800,房地产开发,1.8,4.5,5.4,6.3,5.9,23.9,73,2018/4/9
1241,通富微电,002156.SZ,2156,9366428000,9364452500,半导体及元件,6.9,2.3,5.4,8,6.7,29.3,73,2018/4/9
1242,天铁股份,300587.SZ,300587,2463760000,615940000,化工合成材料,8.1,1.7,6.6,2.9,4.1,23.4,73,2018/4/9
1243,紫鑫药业,002118.SZ,2118,8517052800,6819121600,中药,8.2,6.6,6.4,7.8,5.9,34.9,73,2018/4/9
1244,金陵体育,300651.SZ,300651,2124321900,531081870,家用轻工,7.8,6.4,5.8,2.8,5.1,27.9,73,2018/4/9
1245,冀凯股份,002691.SZ,2691,5460000000,5441773400,专用设备,2.7,5.6,5.5,7,4.7,25.5,73,2018/4/9
1246,锐奇股份,300126.SZ,300126,2476865400,1706142300,通用设备,6.3,2,5.1,6.9,4.1,24.4,73,2018/4/9
1247,安控科技,300370.SZ,300370,4237377200,2573293800,采掘服务,8.4,5.2,3.1,2.3,5.6,24.6,73,2018/4/9
1248,渤海股份,000605.SZ,605,6859209800,5309552300,燃气水务,8.6,3.7,5.8,6.4,6,30.5,73,2018/4/9
1249,富森美,002818.SZ,2818,15866400000,1586640000,零售,5.4,5.8,5.7,2.2,6.3,25.4,73,2018/4/9
1250,万顺股份,300057.SZ,300057,4827519300,2937864700,包装印刷,2.2,3.5,5.8,6.1,5.9,23.5,73,2018/4/9
1251,迅游科技,300467.SZ,300467,6089309600,3620181200,通信设备,7.5,6.1,5.6,4.3,7.9,31.4,73,2018/4/9
1252,吴通控股,300292.SZ,300292,7445126800,4491330000,通信设备,4.2,4.5,5.7,6.8,6,27.2,73,2018/4/9
1253,西部证券,002673.SZ,2673,51126861000,51126861000,证券,5,2.7,5.5,6.5,5.1,24.8,73,2018/4/9
1254,电光科技,002730.SZ,2730,4704586900,1496986900,专用设备,4.5,6.8,9.9,3.5,5.1,29.8,73,2018/4/9
1255,麦迪电气,300341.SZ,300341,4454145000,3218701700,电气设备,7.8,3.8,5.1,6.5,5.5,28.7,73,2018/4/9
1256,昊志机电,300503.SZ,300503,4608293600,1864445900,通用设备,7.6,3.1,5.6,3.4,6.4,26.1,73,2018/4/9
1257,智云股份,300097.SZ,300097,6831325800,3922985300,通用设备,3.3,3.1,5.9,6.9,6.5,25.7,73,2018/4/9
1258,航新科技,300424.SZ,300424,5501113800,2851019000,国防军工,7.1,4.8,5.5,5,5.9,28.3,73,2018/4/9
1259,江丰电子,300666.SZ,300666,6501547200,1625386800,半导体及元件,8.6,3.5,6.6,4.5,5.5,28.7,73,2018/4/9
1260,太极股份,002368.SZ,2368,12035695700,11432383100,计算机应用,8.6,3.7,6.2,8,5.6,32.1,73,2018/4/9
1261,中威电子,300270.SZ,300270,2953932500,1633848000,计算机设备,7.4,5.1,6.3,8,4.8,31.6,73,2018/4/9
1262,太阳能,000591.SZ,591,17381027000,10685341300,电力,7.5,7,6.2,5.8,7,33.5,73,2018/4/9
1263,永贵电器,300351.SZ,300351,6665229100,4121099400,非汽车交运,8.6,6.9,8.6,6.4,4.9,35.4,73,2018/4/9
1264,金河生物,002688.SZ,2688,5025141200,4181374000,农业服务,4.6,3.8,5.6,7.8,5.4,27.2,73,2018/4/9
1265,神剑股份,002361.SZ,2361,6202062300,4148559200,化学制品,4.4,3.6,5.5,7.2,4.8,25.5,73,2018/4/9
1266,宝新能源,000690.SZ,690,15601116000,14621030000,电力,3,3.9,4.1,5.8,5.5,22.3,73,2018/4/9
1267,鞍重股份,002667.SZ,2667,2338512000,1561308500,专用设备,5.4,4,5.3,7,5.1,26.8,73,2018/4/9
1268,合康新能,300048.SZ,300048,5511006800,4861100700,电气设备,2.8,3.7,5.3,6.5,4.2,22.5,73,2018/4/9
1269,江苏国泰,002091.SZ,2091,15707473000,6886308500,贸易,2.2,3.3,5.5,5.8,6.1,22.9,73,2018/4/9
1270,万向钱潮,000559.SZ,559,29458806000,29402256000,汽车零部件,5.9,3.2,6.3,6.7,6,28.1,73,2018/4/9
1271,神农基因,300189.SZ,300189,3645440000,3136998100,种植业与林业,8,5.3,6.6,8.2,6,34.1,73,2018/4/9
1272,海欣食品,002702.SZ,2702,3607718200,2285235200,食品加工制造,2.6,2.5,5.7,7.2,4.4,22.4,73,2018/4/9
1273,浙江世宝,002703.SZ,2703,8986156000,3941257200,汽车零部件,7,3.6,4.7,6.7,4.3,26.3,73,2018/4/9
1274,特发信息,000070.SZ,70,7128930300,6160845200,通信设备,6.8,4.9,5.5,6.8,6.9,30.9,73,2018/4/9
1275,慈文传媒,002343.SZ,2343,12064603600,8427070800,传媒,4.2,4.4,9.1,6,6.2,29.9,73,2018/4/9
1276,塔牌集团,002233.SZ,2233,12677275100,11386709500,建筑材料,8.8,3.9,6.2,5.6,5.8,30.3,73,2018/4/9
1277,联络互动,002280.SZ,2280,20008006000,11629888800,计算机应用,2.9,4.3,5.5,8,6,26.7,73,2018/4/9
1278,津膜科技,300334.SZ,300334,6241212600,6211397200,环保工程,5.6,2.2,5.5,7,5.1,25.4,73,2018/4/9
1279,多氟多,002407.SZ,2407,14631696000,12526251700,化学制品,4.2,3.1,5.5,7.2,5.2,25.2,73,2018/4/9
1280,科泰电源,300153.SZ,300153,4294400000,4287907100,电气设备,2,3.5,5.2,6.5,5.9,23.1,73,2018/4/9
1281,启明信息,002232.SZ,2232,4616597500,4548250100,计算机应用,7.4,2.9,6.1,8,5.2,29.6,73,2018/4/9
1282,兴民智通,002355.SZ,2355,5434946500,3133344200,汽车零部件,4.2,4.8,5.5,6.7,6.5,27.7,73,2018/4/9
1283,富邦股份,300387.SZ,300387,2379466900,2342501200,化学制品,6.7,5.1,4.4,3.8,5.4,25.4,73,2018/4/9
1284,立讯精密,002475.SZ,2475,67108150000,59447829000,电子制造,2.5,4.7,6.7,6.2,6.7,26.8,73,2018/4/9
1285,中材科技,002080.SZ,2080,18741736000,9292000000,化工新材料,2.7,4.9,5.9,5.7,5.8,25,73,2018/4/9
1286,卫宁健康,300253.SZ,300253,12328643400,8806444500,计算机应用,8.4,3.4,7.4,8,6.4,33.6,73,2018/4/9
1287,金安国纪,002636.SZ,2636,13264160000,4489501900,半导体及元件,5.7,3.9,5.5,8,7.1,30.2,73,2018/4/9
1288,达安基因,002030.SZ,2030,14215690000,13616667000,生物制品,8,5.2,6.2,8,5.2,32.6,73,2018/4/9
1289,博云新材,002297.SZ,2297,4948808000,4158626500,国防军工,7.4,3.8,5.4,8.5,5.8,30.9,73,2018/4/9
1290,中科金财,002657.SZ,2657,9921378800,7204793300,计算机应用,6.7,3.9,5.2,8,5,28.8,73,2018/4/9
1291,山河药辅,300452.SZ,300452,2531584000,1150318600,化学制药,9,2.9,6.6,4.5,5.5,28.5,73,2018/4/9
1292,北纬科技,002148.SZ,2148,7131741900,5542236900,传媒,2.9,2.3,5.5,6,5.6,22.3,73,2018/4/9
1293,日机密封,300470.SZ,300470,3574846800,2037223700,通用设备,9,6.8,9.3,3.4,6.5,35,73,2018/4/9
1294,深圳华强,000062.SZ,62,19100468000,17660831000,零售,5,6,5.9,5.8,5.5,28.2,73,2018/4/9
1295,天舟文化,300148.SZ,300148,11178482700,9778891300,传媒,3.4,3.7,5.4,6,4.5,23,73,2018/4/9
1296,东北证券,000686.SZ,686,24410924000,21803689000,证券,6.1,4,6.3,6.5,6.2,29.1,73,2018/4/9
1297,华明装备,002270.SZ,2270,5264058000,2149424300,通用设备,8.6,4.8,6.6,6.5,5.2,31.7,73,2018/4/9
1298,甘肃电投,000791.SZ,791,8070058700,8069778300,电力,3.1,5.5,6,5.8,6.5,26.9,73,2018/4/9
1299,建科院,300675.SZ,300675,3451067500,862767450,建筑装饰,8.6,2.9,5.8,3,6.4,26.7,73,2018/4/9
1300,中洲控股,000042.SZ,42,11036196900,8042941700,房地产开发,7,5.7,5.5,6.3,6.1,30.6,73,2018/4/9
1301,世纪鼎利,300050.SZ,300050,5557334900,3423402300,通信设备,8.7,4.8,6,6.8,5.3,31.6,73,2018/4/9
1302,全新好,000007.SZ,7,5480808100,4887558100,酒店及餐饮,5.1,3.5,5.2,5.3,4.5,23.6,73,2018/4/9
1303,茂硕电源,002660.SZ,2660,2456537300,1703315200,电子制造,5.2,3.8,5.5,6.2,6.4,27.1,73,2018/4/9
1304,迦南科技,300412.SZ,300412,3029942800,940314380,医疗器械服务,8.6,3,3.3,4.5,5,24.4,73,2018/4/9
1305,依米康,300249.SZ,300249,5363937500,3428049400,白色家电,8.6,2.7,6.2,6.9,5.9,30.3,73,2018/4/9
1306,恒大高新,002591.SZ,2591,3907952300,2173771200,化学制品,4.8,4.1,6,7.2,4.6,26.7,73,2018/4/9
1307,海伦钢琴,300329.SZ,300329,2739059700,2734645200,家用轻工,6.8,3.9,5.7,6.2,5.5,28.1,73,2018/4/9
1308,金运激光,300220.SZ,300220,2228940000,2209815600,其他电子,6.1,4.7,4.8,7.8,5,28.4,73,2018/4/9
1309,全通教育,300359.SZ,300359,8188340400,4381317100,传媒,8.2,3.5,5.4,2.5,4.2,23.8,73,2018/4/9
1310,仟源医药,300254.SZ,300254,2691339400,1951732300,化学制药,7.4,3.4,5.5,8.1,5.5,29.9,73,2018/4/9
1311,泰格医药,300347.SZ,300347,13589797000,11885245300,医疗器械服务,5,5.1,7.9,8,5.9,31.9,73,2018/4/9
1312,九 芝 堂,000989.SZ,989,16526424000,7875659200,中药,5.5,4.6,5.5,7.8,6,29.4,73,2018/4/9
1313,道恩股份,002838.SZ,2838,4697280000,1174320000,化工合成材料,4.9,4.9,5.9,2.9,5.5,24.1,73,2018/4/9
1314,聚龙股份,300202.SZ,300202,9676765400,7414762400,计算机设备,8.4,7.1,5.4,8,4.4,33.3,73,2018/4/9
1315,飞力达,300240.SZ,300240,3458195200,3454751000,物流,7.9,4,5.7,7.4,4.5,29.5,73,2018/4/9
1316,兰州黄河,000929.SZ,929,2507841000,2506039100,饮料制造,4.1,3,4,6.8,5.3,23.2,73,2018/4/9
1317,博士眼镜,300622.SZ,300622,2314884000,578721000,零售,8.7,6.4,7.5,2.2,5.9,30.7,73,2018/4/9
1318,巨力索具,002342.SZ,2342,9033600000,8291486200,通用设备,2,2.5,3.9,6.9,5,20.3,73,2018/4/9
1319,苏州固锝,002079.SZ,2079,5372429600,5358089600,半导体及元件,7.8,4.6,5.5,8,5.6,31.5,73,2018/4/9
1320,多喜爱,002761.SZ,2761,4178400000,1935251800,服装家纺,8,6.5,6.3,3,4.7,28.5,73,2018/4/9
1321,爱迪尔,002740.SZ,2740,3319092500,1667605500,家用轻工,9,2.9,5.6,2.8,5.4,25.7,73,2018/4/9
1322,和仁科技,300550.SZ,300550,2782400000,695600000,计算机应用,9,3.9,7.8,4.5,6.3,31.5,73,2018/4/9
1323,新雷能,300593.SZ,300593,2548812400,637313400,电气设备,8.6,3.9,5.9,3,4.5,25.9,73,2018/4/9
1324,超声电子,000823.SZ,823,7533633000,7532994800,半导体及元件,4.5,2,5.5,8,5.6,25.6,73,2018/4/9
1325,东方电子,000682.SZ,682,5213609800,5212831200,电气设备,6.2,2.5,5.5,6.5,4.6,25.3,73,2018/4/9
1326,中能电气,300062.SZ,300062,3274040000,2012721900,电气设备,8.4,4,5.3,6.5,4.5,28.7,73,2018/4/9
1327,*ST云网,002306.SZ,2306,3184000000,3182634900,酒店及餐饮,4.2,4,2.8,7.2,4.8,23,73,2018/4/9
1328,卫 士 通,002268.SZ,2268,12231322600,8045096500,计算机应用,8.6,6.4,7.5,8,5.4,35.9,73,2018/4/9
1329,英唐智控,300131.SZ,300131,8502735100,4991127100,电子制造,6.8,4.4,5.6,5.8,5.7,28.3,73,2018/4/9
1330,华工科技,000988.SZ,988,14168754000,14168754000,其他电子,3.4,2.6,6.6,7.8,5.8,26.2,73,2018/4/9
1331,龙泉股份,002671.SZ,2671,4413154500,3013372600,建筑材料,7.2,4.9,6.9,5.6,4.9,29.5,73,2018/4/9
1332,中元股份,300018.SZ,300018,3862834100,2661434200,电气设备,9.4,4.3,5.2,6.5,4.5,29.9,73,2018/4/9
1333,云南铜业,000878.SZ,878,19645451000,19645356000,有色冶炼加工,4.2,2.4,5.5,6.6,6.6,25.3,73,2018/4/9
1334,幸福蓝海,300528.SZ,300528,5905837700,2406678800,传媒,8,5.5,7.1,2.5,5.7,28.8,73,2018/4/9
1335,福安药业,300194.SZ,300194,8637311900,4250412800,化学制药,8.1,3.9,5.9,8.1,5.2,31.2,73,2018/4/9
1336,高新兴,300098.SZ,300098,13859677000,7039034700,通信设备,7.8,5.7,7.6,6.8,7.1,35,73,2018/4/9
1337,视觉中国,000681.SZ,681,10620753900,4242864400,传媒,5,3.6,5.5,6,6,26.1,73,2018/4/9
1338,科迪乳业,002770.SZ,2770,5769953300,2896400400,食品加工制造,7.4,5.1,6.1,3.7,6.3,28.6,73,2018/4/9
1339,宝德股份,300023.SZ,300023,3951334700,1639483700,保险及其他,7.8,4.7,5.1,5.5,6.4,29.5,73,2018/4/9
1340,科信技术,300565.SZ,300565,3152000000,788000000,通信设备,8.3,2.9,5.3,4.3,5.4,26.2,73,2018/4/9
1341,天瑞仪器,300165.SZ,300165,3634051200,2323583000,仪器仪表,7.6,3.8,7.7,8.2,4.6,31.9,73,2018/4/9
1342,雏鹰农牧,002477.SZ,2477,14390383000,8565396900,养殖业,6.6,2.6,7.5,6.9,5.9,29.5,73,2018/4/9
1343,博雅生物,300294.SZ,300294,14402682000,11712812600,生物制品,8.4,6.1,5.6,8,5.8,33.9,73,2018/4/9
1344,亚太科技,002540.SZ,2540,7456800000,5049651800,有色冶炼加工,6.8,4.7,5.5,6.6,5.2,28.8,73,2018/4/9
1345,向日葵,300111.SZ,300111,4378418000,4364370100,电气设备,5.2,3.6,4,6.5,4.7,24,73,2018/4/9
1346,中原环保,000544.SZ,544,11429800100,4739797900,燃气水务,7,6.6,6.1,6.4,4.8,30.9,73,2018/4/9
1347,洲明科技,300232.SZ,300232,9847071700,5806544000,光学光电子,1.8,5.4,5.9,6.8,6.6,26.5,73,2018/4/9
1348,阳光电源,300274.SZ,300274,17906780000,13069156000,电气设备,4.8,2.7,9.9,6.5,7.2,31.1,73,2018/4/9
1349,华自科技,300490.SZ,300490,3378000000,1536540200,电气设备,6.2,3.5,5.9,3,4.7,23.3,73,2018/4/9
1350,江阴银行,002807.SZ,2807,20660372000,2448417900,银行,6.2,6.4,6.1,1.9,4.9,25.5,73,2018/4/9
1351,创维数字,000810.SZ,810,11411177800,4498959500,视听器材,8.2,5.2,7.3,7.8,6.2,34.7,73,2018/4/9
1352,盐湖股份,000792.SZ,792,30674858000,30276330000,化学制品,7.8,3.7,5.5,7.2,4.7,28.9,73,2018/4/9
1353,华瑞股份,300626.SZ,300626,2590000000,647500000,电气设备,4.3,5.5,7.7,3,6.7,27.2,73,2018/4/9
1354,尚荣医疗,002551.SZ,2551,6451575000,3953618400,医疗器械服务,6.8,5.1,6.4,8,5.3,31.6,73,2018/4/9
1355,华宇软件,300271.SZ,300271,10801706000,7949494700,计算机应用,4.7,6.1,7.7,8,5.9,32.4,73,2018/4/9
1356,光莆股份,300632.SZ,300632,2614764000,653691000,光学光电子,8.4,2.7,6,3.2,5.6,25.9,73,2018/4/9
1357,五洋科技,300420.SZ,300420,4381636200,1657442300,通用设备,4.4,4.8,6,3.4,6.1,24.7,73,2018/4/9
1358,三圣股份,002742.SZ,2742,6112800000,2016444500,建筑材料,3.4,3.4,6.2,2.1,5.2,20.3,73,2018/4/9
1359,东华软件,002065.SZ,2065,32308414000,28760937000,计算机应用,6.1,4.9,1.6,8,6,26.6,73,2018/4/9
1360,宜安科技,300328.SZ,300328,4478786100,4478786100,电子制造,5.1,3.6,5.3,6.2,6.2,26.4,73,2018/4/9
