,name,rcode,code,total_amt,deliver_amt,area,technical,funds,message,trade,basic,total_num,point_num,dt
2863,均胜电子,600699.SS,600699,30158912000,21901279000,汽车零部件,6.7,5.3,5.5,6.8,7,31.3,73,2018/4/9
2864,凤凰股份,600716.SS,600716,4792630200,4660330500,房地产开发,7.8,4.3,5.4,6.5,4.1,28.1,73,2018/4/9
2865,华胜天成,600410.SS,600410,10124076600,8192449500,计算机应用,4.8,2.8,5.8,8,6.4,27.8,73,2018/4/9
2866,赛福天,603028.SS,603028,2912352000,1524350700,通用设备,5.6,3.8,5.5,3.4,4.9,23.2,73,2018/4/9
2867,华谊集团,600623.SS,600623,25599740000,11286570300,化工合成材料,2.5,4.1,6.4,7.1,5.8,25.9,73,2018/4/9
2868,亚宝药业,600351.SS,600351,6312072500,5549840000,中药,6.5,4.2,9.9,7.7,6.7,35,73,2018/4/9
2869,天宸股份,600620.SS,600620,9620346400,9620346400,房地产开发,3.1,4.5,7,5.5,4.8,24.9,73,2018/4/9
2870,同达创业,600647.SS,600647,3201693100,3201693100,贸易,3.9,2.5,6.6,5.1,5.5,23.6,73,2018/4/9
2871,盘江股份,600395.SS,600395,13223864400,13223864400,煤炭开采,4.7,5.3,9.9,5.5,6.6,32,73,2018/4/9
2872,东风股份,601515.SS,601515,11987360000,11987360000,包装印刷,4.5,5.5,5.5,6.3,7.1,28.9,73,2018/4/9
2873,曙光股份,600303.SS,600303,7269501300,6674689400,汽车整车,4.2,3.2,9.9,5.9,5.7,28.9,73,2018/4/9
2874,弘业股份,600128.SS,600128,2655218300,2655218300,贸易,3,3.2,6.2,6.1,4.6,23.1,73,2018/4/9
2875,中原证券,601375.SS,601375,34450391000,6145846200,证券,3.5,4.9,5.8,3.1,5.1,22.4,73,2018/4/9
2876,科森科技,603626.SS,603626,13727042000,3431762200,通用设备,3,4,5.6,3.4,7.1,23.1,73,2018/4/9
2877,南京新百,600682.SS,600682,43222448000,28213360000,零售,2.6,4.8,5.8,6.1,6.3,25.6,73,2018/4/9
2878,江苏吴中,600200.SS,600200,9731103600,9080165900,综合,6,4.4,6.4,8.1,5.7,30.6,73,2018/4/9
2879,龙蟠科技,603906.SS,603906,3787680000,946920000,基础化学,7.2,5.2,5.5,2.9,6.2,27,73,2018/4/9
2880,航发科技,600391.SS,600391,8854069600,8854069600,国防军工,8.2,3,6.2,8.5,5.3,31.2,73,2018/4/9
2881,浙江医药,600216.SS,600216,10052133100,9772922900,化学制药,4.1,2.3,9.9,8.1,5.2,29.6,73,2018/4/9
2882,奥康国际,603001.SS,603001,7217640000,7217640000,服装家纺,6,4.7,5.5,6.7,4.4,27.3,73,2018/4/9
2883,万家文化,600576.SS,600576,6774816400,4985171900,传媒,5.6,3.4,5.5,6.2,5,25.7,73,2018/4/9
2884,马钢股份,600808.SS,600808,36347215000,28167786000,钢铁,5.3,4.2,6.3,4.7,4.9,25.4,73,2018/4/9
2885,华贸物流,603128.SS,603128,8535974600,7735083700,物流,7.7,4.1,5,7.2,4.8,28.8,73,2018/4/9
2886,无锡银行,600908.SS,600908,20920660000,2092066000,银行,5.5,6.8,6.1,2.4,6.1,26.9,73,2018/4/9
2887,鲁信创投,600783.SS,600783,11924635900,11924635900,保险及其他,3.6,4.1,5.5,5,5.5,23.7,73,2018/4/9
2888,圣龙股份,603178.SS,603178,3202000000,800500000,汽车零部件,8.7,3.9,6.1,3.2,6.5,28.4,73,2018/4/9
2889,新华文轩,601811.SS,601811,17409497000,2809221600,传媒,3.5,5,6.4,2.8,5.8,23.5,73,2018/4/9
2890,华新水泥,600801.SS,600801,18300322000,11887265600,建筑材料,6.7,6.4,7,6,6.6,32.7,73,2018/4/9
2891,长电科技,600584.SS,600584,21648717000,15674354000,半导体及元件,6.4,2,5.8,8,7,29.2,73,2018/4/9
2892,博信股份,600083.SS,600083,3659300000,3618424400,综合,5.4,4.8,5.8,5.5,5.8,27.3,73,2018/4/9
2893,兰石重装,603169.SS,603169,11505162700,5231562300,专用设备,5.3,6,5.5,3.5,4.9,25.2,73,2018/4/9
2894,百合花,603823.SS,603823,4385250000,877050000,化学制品,8.4,5.5,5,3.6,4.7,27.2,73,2018/4/9
2895,天目药业,600671.SS,600671,3274634200,3273065100,中药,4.8,4.7,5.9,7.7,6.4,29.5,73,2018/4/9
2896,长江传媒,600757.SS,600757,8968875500,8967743600,传媒,3,4.6,6.5,6.2,5.7,26,73,2018/4/9
2897,大同煤业,601001.SS,601001,10812102000,10812102000,煤炭开采,4.8,4.5,6.6,5.5,5.4,26.8,73,2018/4/9
2898,中视传媒,600088.SS,600088,5448577700,5448577700,传媒,4.4,3,7.7,6.2,5.9,27.2,73,2018/4/9
2899,银龙股份,603969.SS,603969,7668000000,2925926700,通用设备,8.8,4.2,6.1,3.4,5.8,28.3,73,2018/4/9
2900,湘油泵,603319.SS,603319,2873469200,718367300,汽车零部件,8.8,7.3,5.7,3.2,6.4,31.4,73,2018/4/9
2901,凯众股份,603037.SS,603037,3395600000,848900000,汽车零部件,5.2,5.6,7.7,3.2,5.6,27.3,73,2018/4/9
2902,浙江东方,600120.SS,600120,17629009000,13248459200,贸易,2.7,2.6,5.5,6.1,5.1,22,73,2018/4/9
2903,永鼎股份,600105.SS,600105,7673343900,6186703500,通信设备,8.1,5.2,5.8,6.5,5.2,30.8,73,2018/4/9
2904,新华网,603888.SS,603888,14958426000,3739606500,通信服务,5.8,6.2,5.5,2.8,4.9,25.2,73,2018/4/9
2905,火炬电子,603678.SS,603678,10968096000,4888383600,半导体及元件,9,8.1,5.8,4.5,5.5,32.9,73,2018/4/9
2906,皖天然气,603689.SS,603689,4818240000,1204560000,燃气水务,5.8,5,5.5,3,6.1,25.4,73,2018/4/9
2907,江西铜业,600362.SS,600362,62017484000,37167681000,有色冶炼加工,3.3,3.2,6.8,6.7,5.8,25.8,73,2018/4/9
2908,秋林集团,600891.SS,600891,5527392900,3437292700,零售,6.6,5.1,5.5,6.1,4.5,27.8,73,2018/4/9
2909,外运发展,600270.SS,600270,17819880000,17819880000,物流,8.6,6.6,6.4,7.2,5.6,34.4,73,2018/4/9
2910,汇嘉时代,603101.SS,603101,3861600000,1158480000,零售,8.2,5.9,5.5,2.6,5.9,28.1,73,2018/4/9
2911,福达股份,603166.SS,603166,6310919400,1597591900,汽车零部件,8.7,7.5,5.6,3.2,6.1,31.1,73,2018/4/9
2912,XD紫江企,600210.SS,600210,9388596800,8893396800,包装印刷,5.2,2.7,6.8,6.3,5.5,26.5,73,2018/4/9
2913,亚泰集团,600881.SS,600881,17154264000,10004185300,建筑材料,3.3,3,7,6,4.8,24.1,73,2018/4/9
2914,今世缘,603369.SS,603369,20912515000,20912515000,饮料制造,7.8,8.1,6.6,3.3,6.5,32.3,73,2018/4/9
2915,迪生力,603335.SS,603335,3105948400,776548400,汽车零部件,9,3.2,4.6,3.2,5.3,25.3,73,2018/4/9
2916,复旦复华,600624.SS,600624,5381836400,5381836400,综合,7,3.2,5.5,5.5,6.3,27.5,73,2018/4/9
2917,浙数文化,600633.SS,600633,24996940000,22815122000,传媒,2.6,2.9,5.8,6.3,5.9,23.5,73,2018/4/9
2918,好当家,600467.SS,600467,5098870100,5098870100,养殖业,5,3.9,5.5,6.9,6.1,27.4,73,2018/4/9
2919,片仔癀,600436.SS,600436,33634934000,33634934000,中药,6.8,6.2,6.6,7.7,6.9,34.2,73,2018/4/9
2920,金晶科技,600586.SS,600586,7612337000,7482884600,建筑材料,5.7,4.5,9.9,6,5,31.1,73,2018/4/9
2921,联明股份,603006.SS,603006,4186460600,1517828600,汽车零部件,4.5,4.3,5.5,3.2,5,22.5,73,2018/4/9
2922,哈投股份,600864.SS,600864,18217559000,9055537900,电力,5.3,6.3,5.5,6.1,4.8,28,73,2018/4/9
2923,杭叉集团,603298.SS,603298,11733475300,1643073600,专用设备,6.5,6.3,5.5,3.5,5.9,27.7,73,2018/4/9
2924,秦安股份,603758.SS,603758,7152391900,978000000,汽车零部件,3.8,2.3,5,3.2,4.6,18.9,73,2018/4/9
2925,首创股份,600008.SS,600008,32973001000,32973001000,燃气水务,4,3.6,6.4,6.5,5.4,25.9,73,2018/4/9
2926,安井食品,603345.SS,603345,5141752000,1285438000,食品加工制造,5.5,5.4,5.9,3.6,6.9,27.3,73,2018/4/9
2927,轻纺城,600790.SS,600790,7077676200,7077676200,零售,6.8,5.6,6.5,6.1,6.1,31.1,73,2018/4/9
2928,奥翔药业,603229.SS,603229,2688000000,672000000,化学制药,8.6,3.9,5,4.5,4.5,26.5,73,2018/4/9
2929,立霸股份,603519.SS,603519,3627200000,1742860500,白色家电,9,6.4,5.5,2.6,5.4,28.9,73,2018/4/9
2930,巨化股份,600160.SS,600160,24685378000,21169607000,化学制品,1.8,2.2,7,7.1,7.3,25.4,73,2018/4/9
2931,玲珑轮胎,601966.SS,601966,24036000000,7899832000,化工合成材料,5.3,3.7,5.5,3,6.6,24.1,73,2018/4/9
2932,东方证券,600958.SS,600958,93231780000,46892323000,证券,5.7,5.7,6.7,3.1,6.8,28,73,2018/4/9
2933,浙江龙盛,600352.SS,600352,35201051000,33108463000,化学制品,4.8,2.9,5,7.1,5.4,25.2,73,2018/4/9
2934,西南证券,600369.SS,600369,32798084000,32798084000,证券,5.8,5,5.9,6.7,4.8,28.2,73,2018/4/9
2935,青山纸业,600103.SS,600103,8779844700,5256115900,造纸,5.6,3.7,6.6,6.3,5.2,27.4,73,2018/4/9
2936,珍宝岛,603567.SS,603567,14002648000,4504408400,中药,6.8,5.5,5.5,4.2,5.4,27.4,73,2018/4/9
2937,设计总院,603357.SS,603357,7214242000,1804264000,建筑装饰,9,4.8,6.3,3.1,6.6,29.8,73,2018/4/9
2938,华安证券,600909.SS,600909,35196120000,7776000000,证券,5,4.7,5.5,3.1,6,24.3,73,2018/4/9
2939,陆家嘴,600663.SS,600663,81490788000,59255921000,园区开发,5.7,7.1,6.2,6.5,6,31.5,73,2018/4/9
2940,西藏药业,600211.SS,600211,7100347200,5755133200,中药,8.6,7,6.6,7.9,5.9,36,73,2018/4/9
2941,中国科传,601858.SS,601858,8893125000,1468125000,传媒,6,3.8,5.5,2.8,4.3,22.4,73,2018/4/9
2942,三星医疗,601567.SS,601567,15929036000,13886119000,电气设备,6.6,7.4,5,6.7,6.3,32,73,2018/4/9
2943,超讯通信,603322.SS,603322,3328800000,1348132400,通信设备,7.9,5.3,5.3,4,5.1,27.6,73,2018/4/9
2944,山东钢铁,600022.SS,600022,26271719000,25652671000,钢铁,3.6,5.2,5.8,4.7,5.5,24.8,73,2018/4/9
2945,株冶集团,600961.SS,600961,5464464000,5464464000,有色冶炼加工,8.5,3.5,5.8,6.7,6.3,30.8,73,2018/4/9
2946,潞安环能,601699.SS,601699,30751687000,30751687000,煤炭开采,6,5.9,7.7,5.5,6.5,31.6,73,2018/4/9
2947,江河集团,601886.SS,601886,11817472000,11817472000,建筑装饰,6.6,6.6,5.6,6.7,6,31.5,73,2018/4/9
2948,星光农机,603789.SS,603789,3951571900,1568800000,专用设备,5.1,4.9,5.5,3.5,6.1,25.1,73,2018/4/9
2949,西藏珠峰,600338.SS,600338,31226807000,7571500000,有色冶炼加工,4.5,3,5.6,6.7,6.9,26.7,73,2018/4/9
2950,太原重工,600169.SS,600169,9999424500,9453424500,专用设备,5.4,3.8,7.7,7,5.4,29.3,73,2018/4/9
2951,阳泉煤业,600348.SS,600348,18734950000,18734950000,煤炭开采,4,3.2,6.6,5.5,7,26.3,73,2018/4/9
2952,步长制药,603858.SS,603858,46416944000,4751984000,中药,4.5,5.1,5.5,4.2,6.1,25.4,73,2018/4/9
2953,天地科技,600582.SS,600582,19203052000,12872919400,专用设备,6.5,6.2,6.2,7,5.7,31.6,73,2018/4/9
2954,张江高科,600895.SS,600895,26312235000,26312235000,园区开发,7.9,2.9,5.5,6.5,5.1,27.9,73,2018/4/9
2955,航天动力,600343.SS,600343,11334544700,11334544700,国防军工,7.8,3.7,5.8,8.5,5.1,30.9,73,2018/4/9
2956,东百集团,600693.SS,600693,10365564400,7910250300,零售,5.2,6.3,5.9,6.1,6.6,30.1,73,2018/4/9
2957,顶点软件,603383.SS,603383,3429058700,857366500,计算机应用,8.8,2.9,6.5,4.5,6.5,29.2,73,2018/4/9
2958,中国交建,601800.SS,601800,2.61E+11,1.89E+11,建筑装饰,7.6,7.2,6.1,6.7,6,33.6,73,2018/4/9
2959,先达股份,603086.SS,603086,2989600000,747400000,化学制品,7,4.4,5,3.6,5.3,25.3,73,2018/4/9
2960,波导股份,600130.SS,600130,4684800000,4684800000,通信设备,4.7,3.8,4.8,6.5,5,24.8,73,2018/4/9
2961,诺力股份,603611.SS,603611,4643425600,2256786500,专用设备,7.5,6.5,5,3.5,6.7,29.2,73,2018/4/9
2962,嘉宝集团,600622.SS,600622,14748385000,11112048000,房地产开发,3.8,4.9,6.6,5.5,6.5,27.3,73,2018/4/9
2963,佳都科技,600728.SS,600728,15882278000,13048609500,计算机应用,3.5,3.2,5.7,8,6.3,26.7,73,2018/4/9
2964,中航重机,600765.SS,600765,11732288300,11732288300,通用设备,9,5,5.9,6.9,6.6,33.4,73,2018/4/9
2965,盛屯矿业,600711.SS,600711,11272803900,11272803900,有色冶炼加工,3.5,3.7,6.2,6.7,6.9,27,73,2018/4/9
2966,福成股份,600965.SS,600965,10438437200,6732041800,养殖业,3.5,5.3,6.2,6.5,6.5,28,73,2018/4/9
2967,宏达股份,600331.SS,600331,12192000000,6192000000,有色冶炼加工,3,5.6,5.6,6.7,5.6,26.5,73,2018/4/9
2968,济川药业,600566.SS,600566,28514957000,28514957000,化学制药,8.2,7.9,5,8.1,7.4,36.6,73,2018/4/9
2969,江苏索普,600746.SS,600746,3441112900,3421342100,化学制品,4.7,5,6.6,7.1,7.1,30.5,73,2018/4/9
2970,新钢股份,600782.SS,600782,14575467000,14575467000,钢铁,6.6,7.8,6.4,4.7,6,31.5,73,2018/4/9
2971,新黄浦,600638.SS,600638,9618350800,9618350800,房地产开发,5.5,4.4,7.7,6.5,5.4,29.5,73,2018/4/9
2972,四创电子,600990.SS,600990,9469565300,8132404400,国防军工,8.1,6.1,6.3,8.5,7.4,36.4,73,2018/4/9
2973,诚邦股份,603316.SS,603316,3016675200,754168800,建筑装饰,8.7,4.6,5,3.1,5.6,27,73,2018/4/9
2974,时代出版,600551.SS,600551,7496330900,7496330900,传媒,5.6,3.6,5.5,6.2,4.4,25.3,73,2018/4/9
2975,航天工程,603698.SS,603698,9466408000,2038172700,建筑装饰,8.7,6.8,6.2,3.1,4.7,29.5,73,2018/4/9
2976,东湖高新,600133.SS,600133,7509612200,6369315200,综合,7.8,3.7,6,5.7,5.3,28.5,73,2018/4/9
2977,东方时尚,603377.SS,603377,13049400000,3658686700,交运设备服务,3.8,5.7,5.9,2.8,6,24.2,73,2018/4/9
2978,法兰泰克,603966.SS,603966,3070400000,767600000,通用设备,9,2.4,5.5,3.4,5.9,26.2,73,2018/4/9
2979,百川能源,600681.SS,600681,14867308000,5048598600,燃气水务,5.6,4.5,5.8,6.5,7.3,29.7,73,2018/4/9
2980,华联综超,600361.SS,600361,3875002100,3875002100,零售,8.2,5.4,7.7,6.1,5.4,32.8,73,2018/4/9
2981,云赛智联,600602.SS,600602,10614681100,7036580900,计算机应用,7.9,4.5,6.3,8,4.9,31.6,73,2018/4/9
2982,士兰微,600460.SS,600460,8131535400,8131535400,光学光电子,4,4.8,6.1,8,6.6,29.5,73,2018/4/9
2983,商业城,600306.SS,600306,2568763200,2558190600,零售,2.4,4.1,5.5,6.1,5.7,23.8,73,2018/4/9
2984,中马传动,603767.SS,603767,3824827600,956206900,汽车零部件,8.4,1.6,5,3.2,5.2,23.4,73,2018/4/9
2985,红阳能源,600758.SS,600758,12408731300,5250842800,煤炭开采,5.8,5.2,5.9,5.5,5.2,27.6,73,2018/4/9
2986,中路股份,600818.SS,600818,7132929100,5280286000,综合,4.4,5.4,5.4,5.5,5.7,26.4,73,2018/4/9
2987,诺德股份,600110.SS,600110,15609735000,15609735000,电气设备,2.4,2,5.9,6.7,6.9,23.9,73,2018/4/9
2988,继峰股份,603997.SS,603997,7641900000,2074230000,汽车零部件,8.6,5.2,5,3.2,6.4,28.4,73,2018/4/9
2989,贵绳股份,600992.SS,600992,3497434300,3497434300,通用设备,3.8,3.9,5.5,6.9,5.5,25.6,73,2018/4/9
2990,西部矿业,601168.SS,601168,20350820000,20350820000,有色冶炼加工,4.7,3.3,6.6,6.7,6.1,27.4,73,2018/4/9
2991,司太立,603520.SS,603520,3411600000,1837999500,化学制药,4.6,5.5,5.8,4.5,5.1,25.5,73,2018/4/9
2992,中昌数据,600242.SS,600242,6805223600,4645352100,计算机应用,2.8,5,5.7,7,7.1,27.6,73,2018/4/9
2993,吉华集团,603980.SS,603980,11285000000,2257000000,化学制品,4.9,2.8,5.5,3.6,5.4,22.2,73,2018/4/9
2994,九鼎投资,600053.SS,600053,14358871000,14358871000,综合,3,5.6,5.8,6,5,25.4,73,2018/4/9
2995,博瑞传播,600880.SS,600880,6920792100,4642201200,传媒,7.4,3.4,4.8,6.2,4.1,25.9,73,2018/4/9
2996,兆易创新,603986.SS,603986,14216957000,10334802800,半导体及元件,5.1,5.2,7.7,4.5,7.4,29.9,73,2018/4/9
2997,川仪股份,603100.SS,603100,4431900000,2901774100,电气设备,5,5,5.5,3.1,5.8,24.4,73,2018/4/9
2998,通化东宝,600867.SS,600867,30935585000,29660009000,生物制品,3.7,4,5.5,7.9,6.3,27.4,73,2018/4/9
2999,联创光电,600363.SS,600363,6182065900,6182065900,光学光电子,5.5,3.2,5.5,6.8,5,26,73,2018/4/9
3000,时代万恒,600241.SS,600241,2641923900,2253762300,贸易,2.2,3.3,5.6,6.1,5,22.2,73,2018/4/9
3001,招商证券,600999.SS,600999,1.19E+11,87432962000,证券,6.9,5.1,6.8,6.7,6.4,31.9,73,2018/4/9
3002,中衡设计,603017.SS,603017,4521636600,1989079700,建筑装饰,5.4,7.1,5.5,3.1,6.6,27.7,73,2018/4/9
3003,力帆股份,601777.SS,601777,10302097700,10140393700,汽车整车,4.9,5.3,5.7,5.9,4.9,26.7,73,2018/4/9
3004,浙江鼎力,603338.SS,603338,10141625000,2884902300,专用设备,4.8,6.5,6.3,3.5,6.8,27.9,73,2018/4/9
3005,华体科技,603679.SS,603679,2564000000,641000000,光学光电子,8.5,4.6,5.5,3.3,5.4,27.3,73,2018/4/9
3006,鹿港文化,601599.SS,601599,5400173200,5151839100,纺织制造,8.6,5.1,8.2,6.5,5.5,33.9,73,2018/4/9
3007,红星发展,600367.SS,600367,3500224000,3500224000,基础化学,6.8,3,7.2,6.3,6,29.3,73,2018/4/9
3008,柳钢股份,601003.SS,601003,15376759000,15376759000,钢铁,5.8,4.1,6.3,4.7,7.1,28,73,2018/4/9
3009,道森股份,603800.SS,603800,4010240000,1303328000,专用设备,7.6,3.1,6.3,3.5,5.3,25.8,73,2018/4/9
3010,航天机电,600151.SS,600151,11416648200,11054018000,电气设备,9,5.2,5.3,5.7,6.1,31.3,73,2018/4/9
3011,大丰实业,603081.SS,603081,7441336000,959336000,专用设备,2.9,3.1,6.4,3.5,5.4,21.3,73,2018/4/9
3012,实达集团,600734.SS,600734,7008317700,3946458300,通信设备,5.4,3.6,5.5,7.5,5.8,27.8,73,2018/4/9
3013,金瑞矿业,600714.SS,600714,3616612200,3578104300,煤炭开采,8.6,6.5,4.4,6.3,4.2,30,73,2018/4/9
3014,瑞斯康达,603803.SS,603803,8576901700,1157016000,通信设备,8.6,3.3,5,4,5.3,26.2,73,2018/4/9
3015,龙建股份,600853.SS,600853,3172533300,3172533300,建筑装饰,7.1,4.9,6.1,6.7,5.4,30.2,73,2018/4/9
3016,大参林,603233.SS,603233,14684367000,1468767100,医药商业,3.6,2.9,5.5,4.2,6.4,22.6,73,2018/4/9
3017,四通股份,603838.SS,603838,3317499200,1210163200,家用轻工,5.6,2.3,5.5,3,4.4,20.8,73,2018/4/9
3018,东吴证券,601555.SS,601555,35340000000,34055980000,证券,6.1,5,6.1,6.7,5.5,29.4,73,2018/4/9
3019,麦迪科技,603990.SS,603990,2746740400,678800000,计算机应用,8.5,7,5.8,4.5,5.9,31.7,73,2018/4/9
3020,太平鸟,603877.SS,603877,11780000000,1364000000,服装家纺,9.4,7.7,5.9,3.1,6.2,32.3,73,2018/4/9
3021,共进股份,603118.SS,603118,9677321700,4591755300,通信设备,6.1,4.8,5.4,4,5.4,25.7,73,2018/4/9
3022,会稽山,601579.SS,601579,6147369600,3065280000,饮料制造,5.1,6,5.9,3.3,6.2,26.5,73,2018/4/9
3023,健康元,600380.SS,600380,14274169000,14169383000,化学制药,3.4,2.9,6.6,8.1,6.2,27.2,73,2018/4/9
3024,音飞储存,603066.SS,603066,3906540900,1778882200,物流,2.4,5.3,5.5,3.8,4.5,21.5,73,2018/4/9
3025,邦宝益智,603398.SS,603398,4074048000,1018512000,家用轻工,2.2,4.5,5.8,3,5.5,21,73,2018/4/9
3026,梦百合,603313.SS,603313,7224000000,1806000000,家用轻工,4.2,3.7,5.5,3,6.3,22.7,73,2018/4/9
3027,皖维高新,600063.SS,600063,8628008200,6810107500,化工合成材料,3,3,6.5,6.5,5.5,24.5,73,2018/4/9
3028,中国卫星,600118.SS,600118,32518451000,32518451000,国防军工,8.2,5.5,5.9,8.5,6.5,34.6,73,2018/4/9
3029,东软集团,600718.SS,600718,20649515000,20471386000,计算机应用,7.3,2.4,6.1,8,5.9,29.7,73,2018/4/9
3030,元祖股份,603886.SS,603886,5056800000,1264133520,食品加工制造,5.9,6.2,6.6,3.6,6.1,28.4,73,2018/4/9
3031,丰华股份,600615.SS,600615,2995166700,2988858400,通用设备,2.4,3.7,5.8,6.9,4.6,23.4,73,2018/4/9
3032,国金证券,600109.SS,600109,34628914000,34628914000,证券,9,5.2,6,6.7,5.5,32.4,73,2018/4/9
3033,光电股份,600184.SS,600184,10017500700,8245400700,国防军工,8,6.1,5.7,8.5,5.5,33.8,73,2018/4/9
3034,兰州民百,600738.SS,600738,6883408900,3236465600,零售,6,6.4,6.3,6.1,5.9,30.7,73,2018/4/9
3035,紫金矿业,601899.SS,601899,86597383000,59422302000,有色冶炼加工,2.4,2.3,6,6.7,6.2,23.6,73,2018/4/9
3036,游久游戏,600652.SS,600652,8302053900,6727626400,传媒,3.5,3.7,4.9,5.2,5.3,22.6,73,2018/4/9
3037,康普顿,603798.SS,603798,4978000000,2125606000,基础化学,9,6.9,5.5,2.9,5.8,30.1,73,2018/4/9
3038,苏利股份,603585.SS,603585,4732500000,1183125000,化学制品,6.8,5.9,5,3.6,5.2,26.5,73,2018/4/9
3039,彩虹股份,600707.SS,600707,6380321600,6374086400,光学光电子,2.6,4.4,5.6,6.8,5.5,24.9,73,2018/4/9
3040,信雅达,600571.SS,600571,6247841700,5966382300,计算机应用,7.2,4.3,5.5,8,4.5,29.5,73,2018/4/9
3041,美尔雅,600107.SS,600107,4204800000,4204800000,服装家纺,4.4,4.1,5.5,6.7,4.9,25.6,73,2018/4/9
3042,山煤国际,600546.SS,600546,10962982500,10962982500,煤炭开采,5.5,4.5,5.5,5.5,5.9,26.9,73,2018/4/9
3043,旗滨集团,601636.SS,601636,13180590300,12135751200,建筑材料,5.4,4.1,5.9,6,6.4,27.8,73,2018/4/9
3044,厦门钨业,600549.SS,600549,34011478000,27749766000,有色冶炼加工,6.4,3.5,6.7,6.7,6.4,29.7,73,2018/4/9
3045,白银有色,601212.SS,601212,59688588000,5974880000,有色冶炼加工,7.5,5.9,5.9,3.2,5.3,27.8,73,2018/4/9
3046,大连圣亚,600593.SS,600593,2246640000,2246640000,景点及旅游,5.7,6.1,6.6,7.2,7,32.6,73,2018/4/9
3047,南宁百货,600712.SS,600712,4972703400,4911570000,零售,4.6,4.2,6,6.1,5.1,26,73,2018/4/9
3048,万东医疗,600055.SS,600055,6570916800,5890903200,医疗器械服务,8.4,6.8,7,8,5.2,35.4,73,2018/4/9
3049,荣晟环保,603165.SS,603165,7423448000,1856448000,造纸,6.2,4.7,7.7,2.8,6.2,27.6,73,2018/4/9
3050,信捷电气,603416.SS,603416,4811368800,1202842200,电气设备,7.7,4.6,5.5,3.1,7,27.9,73,2018/4/9
3051,新南洋,600661.SS,600661,5805479300,3675166600,传媒,7.4,5.5,5.5,5.2,6.2,29.8,73,2018/4/9
3052,盛洋科技,603703.SS,603703,4102442000,1713108900,通信设备,5.8,4.6,5,4,6.1,25.5,73,2018/4/9
3053,西部资源,600139.SS,600139,5897444400,5897444400,有色冶炼加工,3.3,3.7,4.8,5.9,5.1,22.8,73,2018/4/9
3054,长久物流,603569.SS,603569,12100302500,1732823500,物流,6.1,4.4,5.5,3.8,5.4,25.2,73,2018/4/9
3055,东材科技,601208.SS,601208,4455133100,4455133100,化工合成材料,6.9,4.8,9.9,6.5,5.3,33.4,73,2018/4/9
3056,万盛股份,603010.SS,603010,6782090200,2793981900,化学制品,7.8,8.1,5.4,3.6,5.9,30.8,73,2018/4/9
3057,泛微网络,603039.SS,603039,3932863300,983363300,计算机应用,8.1,5.8,5.7,4.5,7.1,31.2,73,2018/4/9
3058,铁流股份,603926.SS,603926,3730800000,932700000,汽车零部件,7.6,4.3,5.7,3.2,5.3,26.1,73,2018/4/9
3059,新力金融,600318.SS,600318,5924160000,5924160000,保险及其他,3.4,4.7,5.2,6,6,25.3,73,2018/4/9
3060,通威股份,600438.SS,600438,27137782000,15966156000,农产品加工,5.6,6.9,6.3,6.7,7.7,33.2,73,2018/4/9
3061,坤彩科技,603826.SS,603826,6080400000,1520100000,建筑材料,7.9,3.3,5.8,2.5,5.1,24.6,73,2018/4/9
3062,安德利,603031.SS,603031,2512800000,628200000,零售,7.9,5.3,5.5,2.6,5.7,27,73,2018/4/9
3063,有研新材,600206.SS,600206,8773621400,8773621400,半导体及元件,7.1,2.2,6,8,5.1,28.4,73,2018/4/9
3064,天龙股份,603266.SS,603266,2959000000,739750000,化工合成材料,8.6,5,5.5,3,5.4,27.5,73,2018/4/9
3065,新泉股份,603179.SS,603179,6602348000,1650587000,汽车零部件,5.4,7.4,7,3.2,7.5,30.5,73,2018/4/9
3066,鼎信通讯,603421.SS,603421,12739283100,1247750000,通信设备,7.4,3.2,5,4,5.3,24.9,73,2018/4/9
3067,华东电脑,600850.SS,600850,8594536300,8594536300,计算机设备,7.6,5.5,5,7.9,5.7,31.7,73,2018/4/9
3068,武进不锈,603878.SS,603878,4520760000,1130190000,通用设备,4.9,4.4,5.5,2.1,3.9,20.8,73,2018/4/9
3069,华立股份,603038.SS,603038,2946139000,737639000,家用轻工,8.8,5.6,5.9,3,4.9,28.2,73,2018/4/9
3070,荣华实业,600311.SS,600311,3720704000,3720704000,有色冶炼加工,7.8,3.5,5.9,6.7,4.9,28.8,73,2018/4/9
3071,宝钢股份,600019.SS,600019,1.73E+11,1.73E+11,钢铁,5.8,6.7,5.8,4.7,5.8,28.8,73,2018/4/9
3072,常熟汽饰,603035.SS,603035,5460000000,1365000000,汽车零部件,9,4.8,5.5,3.2,5.4,27.9,73,2018/4/9
3073,扬农化工,600486.SS,600486,12938279400,12938279400,化学制品,2.4,5.2,5.5,7.1,6.9,27.1,73,2018/4/9
3074,镇海股份,603637.SS,603637,2960504700,740126970,建筑装饰,7,5.1,5,3.1,5.6,25.8,73,2018/4/9
3075,昊华能源,601101.SS,601101,11951982800,11951982800,煤炭开采,4.6,4.8,5.6,5.5,6.1,26.6,73,2018/4/9
3076,永创智能,603901.SS,603901,4416000000,1700160000,专用设备,5.2,5.2,6,3.5,5.7,25.6,73,2018/4/9
3077,格尔软件,603232.SS,603232,2755370000,688842500,计算机应用,8,4.4,5.5,4.5,4.8,27.2,73,2018/4/9
